transaction_id,merchant_id,user_id,amount,payment_method,timestamp_initiated,timestamp_otp_sent,timestamp_next_event,error_code,status
txn_00223,merch_03,user_009,16518.05,wallet,2026-09-01T13:43:00,2026-09-01T13:43:10,,INSUFFICIENT_FUNDS,failed
txn_00224,merch_05,user_020,16701.43,upi,2026-09-01T13:44:00,2026-09-01T13:44:12,2026-09-01T13:44:20,,success
txn_00225,merch_04,user_017,29772.31,card,2026-09-01T13:45:00,,,,abandoned
txn_00226,merch_04,user_043,40668.58,card,2026-09-01T13:46:00,2026-09-01T13:46:14,2026-09-01T13:46:33,,success
txn_00227,merch_03,user_040,9054.13,upi,2026-09-01T13:47:00,2026-09-01T13:47:11,2026-09-01T13:47:32,,success
txn_00228,merch_02,user_020,3904.4,card,2026-09-01T13:48:00,2026-09-01T13:48:17,2026-09-01T13:48:35,,success
txn_00229,merch_05,user_005,37917.39,card,2026-09-01T13:49:00,,,CARD_DECLINED,failed
txn_00230,merch_02,user_080,40461.73,upi,2026-09-01T13:50:00,2026-09-01T13:50:15,2026-09-01T13:50:03,,success
txn_00231,merch_02,user_057,30549.24,wallet,2026-09-01T13:51:00,2026-09-01T13:51:08,2026-09-01T13:51:35,,success
txn_00232,merch_04,user_025,18423.66,wallet,2026-09-01T13:52:00,2026-09-01T13:52:15,2026-09-01T13:52:19,,success
txn_00233,merch_05,user_068,20962.11,upi,2026-09-01T13:53:00,2026-09-01T13:53:07,,INSUFFICIENT_FUNDS,failed
txn_00234,merch_02,user_033,2656.38,wallet,2026-09-01T13:54:00,2026-09-01T13:54:12,,INSUFFICIENT_FUNDS,failed
txn_00235,merch_01,user_067,42565.74,netbanking,2026-09-01T13:55:00,2026-09-01T13:55:03,2026-09-01T13:56:58,,abandoned
txn_00236,merch_05,user_019,41560.78,card,2026-09-01T13:56:00,2026-09-01T13:56:08,2026-09-01T13:56:29,,success
txn_00237,merch_01,user_054,27073.34,card,2026-09-01T13:57:00,,,CARD_DECLINED,failed
txn_00238,merch_03,user_029,1457.97,card,2026-09-01T13:58:00,,,,abandoned
txn_00239,merch_03,user_019,47521.89,card,2026-09-01T13:59:00,,,CARD_DECLINED,failed
txn_00240,merch_02,user_061,22457.64,card,2026-09-01T14:00:00,2026-09-01T14:00:03,2026-09-01T14:00:02,,success
txn_00241,merch_02,user_071,47014.29,wallet,2026-09-01T14:01:00,2026-09-01T14:01:04,2026-09-01T14:01:19,,success
txn_00242,merch_01,user_007,11960.05,wallet,2026-09-01T14:02:00,2026-09-01T14:02:03,2026-09-01T14:02:08,,success
txn_00243,merch_04,user_077,41556.33,card,2026-09-01T14:03:00,,,CARD_DECLINED,failed
txn_00244,merch_01,user_079,17673.16,wallet,2026-09-01T14:04:00,2026-09-01T14:04:06,2026-09-01T14:04:06,,success
txn_00245,merch_03,user_009,47672.51,card,2026-09-01T14:05:00,2026-09-01T14:05:13,2026-09-01T14:05:31,,success
txn_00246,merch_04,user_048,12719.83,card,2026-09-01T14:06:00,2026-09-01T14:06:12,2026-09-01T14:06:05,,success
txn_00247,merch_01,user_075,36772.59,netbanking,2026-09-01T14:07:00,2026-09-01T14:07:05,2026-09-01T14:07:03,,success
txn_00248,merch_03,user_023,41527.66,wallet,2026-09-01T14:08:00,2026-09-01T14:08:16,2026-09-01T14:08:12,,success
txn_00249,merch_01,user_059,1897.34,upi,2026-09-01T14:09:00,2026-09-01T14:09:02,,INSUFFICIENT_FUNDS,failed
txn_00250,merch_01,user_041,46671.88,wallet,2026-09-01T14:10:00,2026-09-01T14:10:18,,INSUFFICIENT_FUNDS,failed
txn_00251,merch_01,user_025,14341.24,card,2026-09-01T14:11:00,2026-09-01T14:11:11,2026-09-01T14:11:18,,success
txn_00252,merch_03,user_056,44479.85,wallet,2026-09-01T14:12:00,2026-09-01T14:12:13,2026-09-01T14:12:22,,success
txn_00253,merch_04,user_064,18398.98,netbanking,2026-09-01T14:13:00,,,,abandoned
txn_00254,merch_04,user_011,21558.83,upi,2026-09-01T14:14:00,2026-09-01T14:14:18,,INSUFFICIENT_FUNDS,failed
txn_00255,merch_01,user_011,16429.6,netbanking,2026-09-01T14:15:00,2026-09-01T14:15:10,2026-09-01T14:15:29,,success
txn_00256,merch_04,user_022,34503.75,netbanking,2026-09-01T14:16:00,2026-09-01T14:16:15,2026-09-01T14:17:55,,abandoned
txn_00257,merch_03,user_079,49907.62,netbanking,2026-09-01T14:17:00,2026-09-01T14:17:02,,TIMED_OUT,failed
txn_00258,merch_04,user_047,25678.65,upi,2026-09-01T14:18:00,2026-09-01T14:18:01,2026-09-01T14:18:10,,success
txn_00259,merch_04,user_005,43355.46,card,2026-09-01T14:19:00,,,CARD_DECLINED,failed
txn_00260,merch_04,user_073,1667.65,upi,2026-09-01T14:20:00,2026-09-01T14:20:15,2026-09-01T14:20:24,,success
txn_00261,merch_01,user_074,6927.87,netbanking,2026-09-01T14:21:00,2026-09-01T14:21:13,2026-09-01T14:21:21,,success
txn_00262,merch_02,user_015,1344.37,upi,2026-09-01T14:22:00,2026-09-01T14:22:16,,TIMED_OUT,failed
txn_00263,merch_05,user_016,13125.74,netbanking,2026-09-01T14:23:00,2026-09-01T14:23:15,2026-09-01T14:23:14,,success
txn_00264,merch_03,user_063,10048.91,upi,2026-09-01T14:24:00,,,,abandoned
txn_00265,merch_04,user_023,49917.87,card,2026-09-01T14:25:00,,,CARD_DECLINED,failed
txn_00266,merch_03,user_045,35491.55,netbanking,2026-09-01T14:26:00,2026-09-01T14:26:10,,INSUFFICIENT_FUNDS,failed
txn_00267,merch_02,user_047,49553.98,card,2026-09-01T14:27:00,,,CARD_DECLINED,failed
txn_00268,merch_02,user_064,1362.89,netbanking,2026-09-01T14:28:00,2026-09-01T14:28:15,,INSUFFICIENT_FUNDS,failed
txn_00269,merch_05,user_017,30616.82,card,2026-09-01T14:29:00,2026-09-01T14:29:03,,INSUFFICIENT_FUNDS,failed
txn_00270,merch_04,user_068,20569.22,wallet,2026-09-01T14:30:00,2026-09-01T14:30:19,2026-09-01T14:30:05,,success
txn_00271,merch_03,user_010,22526.23,netbanking,2026-09-01T14:31:00,2026-09-01T14:31:05,2026-09-01T14:31:36,,success
txn_00272,merch_02,user_017,21659.28,card,2026-09-01T14:32:00,2026-09-01T14:32:04,2026-09-01T14:34:45,,abandoned
txn_00273,merch_02,user_021,16166.9,upi,2026-09-01T14:33:00,2026-09-01T14:33:12,2026-09-01T14:33:34,,success
txn_00274,merch_01,user_033,23755.11,card,2026-09-01T14:34:00,,,CARD_DECLINED,failed
txn_00275,merch_05,user_012,25153.53,upi,2026-09-01T14:35:00,2026-09-01T14:35:19,2026-09-01T14:35:38,,success
txn_00276,merch_05,user_078,16914.1,card,2026-09-01T14:36:00,2026-09-01T14:36:01,2026-09-01T14:36:06,,success
txn_00277,merch_05,user_034,32573.94,wallet,2026-09-01T14:37:00,2026-09-01T14:37:20,2026-09-01T14:37:02,,success
txn_00278,merch_05,user_038,32113.27,netbanking,2026-09-01T14:38:00,2026-09-01T14:38:16,2026-09-01T14:38:16,,success
txn_00279,merch_04,user_039,22704.53,card,2026-09-01T14:39:00,2026-09-01T14:39:06,,INSUFFICIENT_FUNDS,failed
txn_00280,merch_04,user_060,10240.95,upi,2026-09-01T14:40:00,2026-09-01T14:40:11,2026-09-01T14:40:21,,success
txn_00281,merch_03,user_052,6581.77,netbanking,2026-09-01T14:41:00,2026-09-01T14:41:17,,INSUFFICIENT_FUNDS,failed
txn_00282,merch_03,user_031,23350.3,netbanking,2026-09-01T14:42:00,2026-09-01T14:42:15,2026-09-01T14:44:21,,abandoned
txn_00283,merch_01,user_038,47271.98,wallet,2026-09-01T14:43:00,2026-09-01T14:43:08,2026-09-01T14:43:11,,success
txn_00284,merch_05,user_041,9532.21,upi,2026-09-01T14:44:00,2026-09-01T14:44:16,,INSUFFICIENT_FUNDS,failed
txn_00285,merch_04,user_064,43959.83,wallet,2026-09-01T14:45:00,,,,abandoned
txn_00286,merch_04,user_065,22888.67,upi,2026-09-01T14:46:00,2026-09-01T14:46:07,2026-09-01T14:46:38,,success
txn_00287,merch_01,user_037,24769.97,wallet,2026-09-01T14:47:00,2026-09-01T14:47:10,2026-09-01T14:47:35,,success
txn_00288,merch_01,user_056,6740.05,netbanking,2026-09-01T14:48:00,2026-09-01T14:48:12,2026-09-01T14:48:26,,success
txn_00289,merch_04,user_007,28535.57,upi,2026-09-01T14:49:00,2026-09-01T14:49:12,2026-09-01T14:49:36,,success
txn_00290,merch_04,user_065,22545.2,netbanking,2026-09-01T14:50:00,2026-09-01T14:50:20,2026-09-01T14:50:40,,success
txn_00291,merch_01,user_051,18691.26,netbanking,2026-09-01T14:51:00,2026-09-01T14:51:18,2026-09-01T14:51:24,,success
txn_00292,merch_02,user_078,25480.67,card,2026-09-01T14:52:00,2026-09-01T14:52:02,,INSUFFICIENT_FUNDS,failed
txn_00293,merch_03,user_061,25990.67,upi,2026-09-01T14:53:00,2026-09-01T14:53:20,2026-09-01T14:53:33,,success
txn_00294,merch_05,user_041,8166.98,netbanking,2026-09-01T14:54:00,2026-09-01T14:54:19,2026-09-01T14:54:22,,success
txn_00295,merch_05,user_069,24517.84,netbanking,2026-09-01T14:55:00,2026-09-01T14:55:16,2026-09-01T14:55:02,,success
txn_00296,merch_01,user_054,29205.92,card,2026-09-01T14:56:00,2026-09-01T14:56:20,2026-09-01T14:56:31,,success
txn_00297,merch_05,user_074,11415.78,card,2026-09-01T14:57:00,2026-09-01T14:57:19,2026-09-01T14:57:31,,success
txn_00298,merch_05,user_049,7431.4,upi,2026-09-01T14:58:00,2026-09-01T14:58:02,2026-09-01T14:58:37,,success
txn_00299,merch_01,user_025,995.92,netbanking,2026-09-01T14:59:00,,,,abandoned
txn_00300,merch_04,user_027,20548.35,wallet,2026-09-01T15:00:00,2026-09-01T15:00:02,2026-09-01T15:00:09,,success
